0.841470985,0.7456241418,0.841470985
0.873736397,0.7667329241,0.873736397
0.90255357,0.7849116785,0.90255357
0.927808777,0.8003080299,0.927808777
0.949402346,0.8130677143,0.949402346
0.967249058,0.8233274878,0.967249058
0.98127848,0.8312088338,0.98127848
0.991435244,0.8368126211,0.991435244
0.997679266,0.840214822,0.997679266
0.999985904,0.8414633686,0.999985904
0.998346054,0.8405762034,0.998346054
0.992766189,0.837540558,0.992766189
0.983268329,0.8323134645,0.983268329
0.969889958,0.8248235017,0.969889958
0.952683874,0.8149737374,0.952683874
0.931717983,0.802645826,0.931717983
0.907075026,0.7877051746,0.907075026
0.878852258,0.7700070863,0.878852258
0.847161063,0.7494037296,0.847161063
0.812126509,0.7257517603,0.812126509
0.773886863,0.6989203935,0.773886863
0.73259304,0.6687996579,0.73259304
0.688408006,0.6353085571,0.688408006
0.64150614,0.5984028321,0.64150614
0.592072543,0.5580819871,0.592072543
0.540302306,0.5143952586,0.540302306
0.486399742,0.467446219,0.486399742
0.430577581,0.4173957342,0.430577581
0.373056127,0.3644630496,0.373056127
0.314062391,0.3089248599,0.314062391
0.253829194,0.25111229,0.253829194
0.192594249,0.1914058201,0.192594249
0.130599223,0.130228286,0.130599223
0.068088781,0.06803618233,0.068088781
0.005309624,0.005309599052,0.005309624
-0.057490488,-0.05745882406,-0.057490488
-0.120063711,-0.1197754599,-0.120063711
-0.182163097,-0.1811573023,-0.182163097
-0.243543569,-0.24114313,-0.243543569
-0.303962886,-0.2993037659,-0.303962886
-0.3631826,-0.3552510294,-0.3631826
-0.420968998,-0.4086450428,-0.420968998
-0.477094024,-0.4591996434,-0.477094024
-0.531336178,-0.5066857534,-0.531336178
-0.583481391,-0.5509326634,-0.583481391
-0.633323869,-0.5918272761,-0.633323869
-0.680666907,-0.6293114528,-0.680666907
-0.725323664,-0.6633776702,-0.725323664
-0.7671179,-0.6940632599,-0.7671179
-0.805884672,-0.7214435369,-0.805884672
-0.841470985,-0.7456241418,-0.841470985
